hike_id,variable,value
hike89,user10100,5
hike9,user10100,5
hike335,user10101,4
hike713,user10102,5
hike537,user10103,5
hike220,user10104,5
hike88,user10105,4
hike106,user10106,5
hike147,user10106,4
hike184,user10106,3
hike194,user10106,4
hike22,user10106,4
hike26,user10106,5
hike27,user10106,4
hike30,user10106,4
hike4,user10106,5
hike57,user10106,5
hike79,user10106,3
hike843,user10107,5
hike9,user10108,4
hike200,user10109,5
hike0,user1011,4
hike108,user1011,3
hike11,user1011,4
hike39,user1011,4
hike444,user1011,4
hike6,user1011,4
hike773,user1011,3
hike106,user10110,2
hike21,user10110,5
hike704,user10110,5
hike30,user10111,4
hike69,user10112,5
hike27,user10113,5
hike94,user10114,5
hike254,user10115,5
hike882,user10116,3
hike470,user10117,5
hike129,user10118,5
hike158,user10119,4
hike621,user1012,4
hike927,user10120,4
hike1339,user10121,5
hike15,user10122,4
hike213,user10122,4
hike258,user10122,4
hike27,user10122,5
hike99,user10122,4
hike15,user10123,4
hike22,user10124,5
hike359,user10124,4
hike992,user10125,4
hike13,user10126,4
hike219,user10126,3
hike220,user10126,4
hike33,user10126,5
hike505,user10126,4
hike71,user10126,4
hike22,user10127,4
hike5,user10127,5
hike79,user10127,3
hike74,user10128,3
hike542,user10129,4
hike986,user10129,4
hike70,user1013,5
hike175,user10130,4
hike31,user10130,4
hike33,user10130,5
hike179,user10131,4
hike19,user10131,4
hike29,user10131,4
hike395,user10132,4
hike120,user10133,4
hike219,user10133,4
hike22,user10133,4
hike366,user10133,4
hike566,user10134,5
hike122,user10135,5
hike128,user10135,5
hike23,user10135,3
hike28,user10135,5
hike333,user10135,4
hike5,user10135,4
hike62,user10135,4
hike9,user10135,5
hike375,user10136,4
hike110,user10137,4
hike13,user10137,4
hike138,user10137,5
hike147,user10137,5
hike32,user10137,5
hike338,user10137,4
hike38,user10137,5
hike55,user10138,4
hike142,user10139,5
hike12,user1014,5
hike1349,user10140,5
hike887,user10141,4
hike100,user10142,5
hike1061,user10142,4
hike242,user10142,5
hike547,user10142,5
hike62,user10142,4
hike90,user10143,4
hike972,user10144,4
hike157,user10145,5
hike140,user10146,4
hike184,user10146,4
hike185,user10146,4
hike265,user10146,4
hike97,user10147,5
hike180,user10148,4
hike240,user10148,5
hike296,user10148,5
hike316,user10148,4
hike70,user10148,5
hike999,user10148,3
hike0,user10149,4
hike149,user10149,4
hike156,user10149,4
hike244,user10149,4
hike39,user10149,4
hike4,user10149,5
hike57,user10149,5
hike817,user10149,5
hike9,user10149,5
hike15,user1015,4
hike105,user10150,4
hike818,user10150,2
hike246,user10151,4
hike3,user10152,5
hike38,user10153,2
hike32,user10154,5
hike267,user10155,5
hike52,user10156,4
hike12,user10157,4
hike173,user10158,5
hike912,user10159,4
hike79,user1016,5
hike1,user10160,5
hike0,user10161,4
hike64,user10161,4
hike760,user10162,4
hike121,user10163,4
hike30,user10163,4
hike221,user10164,4
hike1063,user10165,5
hike6,user10165,4
hike15,user10166,5
hike0,user10167,4
hike2,user10167,4
hike21,user10167,4
hike34,user10167,5
hike8,user10167,5
hike2,user10168,3
hike300,user10168,4
hike850,user10169,4
hike335,user1017,5
hike857,user1017,4
hike438,user10170,3
hike129,user10171,5
hike63,user10172,4
hike14,user10173,5
hike3,user10174,4
hike8,user10174,5
hike3,user10175,5
hike3,user10176,5
hike1384,user10177,5
hike777,user10177,5
hike5,user10178,5
hike558,user10179,4
hike744,user10179,5
hike6,user1018,5
hike481,user10180,5
hike115,user10181,5
hike257,user10181,5
hike3,user10181,5
hike44,user10181,5
hike71,user10181,5
hike1005,user10182,5
hike48,user10182,4
hike289,user10183,4
hike121,user10184,4
hike29,user10184,4
hike32,user10184,5
hike46,user10184,4
hike50,user10184,5
hike1177,user10185,5
hike32,user10185,4
hike40,user10185,5
hike1,user10186,4
hike101,user10186,5
hike108,user10186,5
hike112,user10186,5
hike148,user10186,5
hike158,user10186,4
hike182,user10186,4
hike188,user10186,3
hike19,user10186,4
hike21,user10186,5
hike29,user10186,5
hike31,user10186,5
hike38,user10186,5
hike59,user10186,4
hike62,user10186,5
hike630,user10186,3
hike87,user10186,5
hike1111,user10187,4
hike299,user10188,1
hike52,user10189,5
hike439,user1019,5
hike490,user10190,5
hike74,user10190,5
hike1205,user10191,5
hike416,user10192,4
hike19,user10193,4
hike244,user10193,1
hike53,user10193,4
hike402,user10194,4
hike9,user10195,4
hike148,user10196,4
hike3,user10196,4
hike31,user10196,4
hike43,user10196,4
hike62,user10196,5
hike773,user10196,3
hike567,user10197,5
hike21,user10198,4
hike64,user10198,4
hike8,user10198,5
hike1,user10199,5
hike22,user102,3
hike186,user1020,4
hike169,user10200,4
hike117,user10201,5
hike507,user10202,2
hike511,user10203,4
hike28,user10204,5
hike505,user10205,5
hike120,user10206,5
hike22,user10206,4
hike121,user10207,4
hike95,user10207,4
hike136,user10208,4
hike6,user10208,4
hike5,user10209,5
hike31,user1021,5
hike283,user10210,5
hike203,user10211,5
hike290,user10211,5
hike162,user10212,4
hike194,user10213,5
hike22,user10213,4
hike27,user10213,5
hike30,user10213,3
hike314,user10213,5
hike342,user10213,5
hike351,user10213,4
hike355,user10213,4
hike37,user10213,5
hike404,user10213,5
hike455,user10213,3
hike60,user10213,5
hike624,user10213,5
hike70,user10213,4
hike79,user10213,5
hike820,user10213,5
hike85,user10213,4
hike756,user10214,5
hike219,user10215,3
hike17,user10216,4
hike197,user10216,4
hike465,user10216,3
hike1175,user10217,1
hike437,user10217,5
hike10,user10218,5
hike27,user10219,5
hike38,user1022,4
hike1046,user10220,3
hike239,user10221,4
hike31,user10221,4
hike58,user10221,5
hike10,user10222,4
hike31,user10223,5
hike434,user10224,5
hike996,user10224,5
hike123,user10225,3
hike16,user10225,4
hike677,user10226,4
hike124,user10227,4
hike173,user10227,4
hike27,user10227,5
hike70,user10227,5
hike451,user10228,4
hike96,user10228,5
hike104,user10229,5
hike12,user10229,5
hike776,user10229,5
hike121,user1023,4
hike1002,user10230,1
hike15,user10231,5
hike210,user10232,5
hike323,user10233,5
hike604,user10233,5
hike357,user10234,5
hike353,user10235,5
hike18,user10236,4
hike46,user10237,5
hike27,user10238,5
hike441,user10239,5
hike50,user1024,4
hike127,user10240,4
hike0,user10241,3
hike468,user10242,5
hike555,user10242,5
hike5,user10243,5
hike1,user10244,4
hike1014,user10244,2
hike1024,user10244,3
hike1053,user10244,4
hike106,user10244,4
hike108,user10244,4
hike109,user10244,3
hike1128,user10244,5
hike1129,user10244,4
hike1144,user10244,4
hike1165,user10244,4
hike1207,user10244,3
hike1254,user10244,3
hike13,user10244,3
hike1305,user10244,3
hike131,user10244,5
hike132,user10244,4
hike133,user10244,5
hike1337,user10244,4
hike1349,user10244,5
hike136,user10244,4
hike1367,user10244,2
hike1387,user10244,4
hike14,user10244,5
hike1409,user10244,2
hike144,user10244,4
hike1465,user10244,4
hike147,user10244,4
hike1476,user10244,4
hike1482,user10244,3
hike158,user10244,4
hike160,user10244,4
hike166,user10244,4
hike180,user10244,4
hike192,user10244,5
hike208,user10244,4
hike212,user10244,4
hike215,user10244,5
hike226,user10244,5
hike240,user10244,5
hike26,user10244,4
hike29,user10244,4
hike296,user10244,5
hike30,user10244,5
hike317,user10244,4
hike321,user10244,5
hike340,user10244,4
hike345,user10244,5
hike35,user10244,5
hike365,user10244,4
hike391,user10244,4
hike392,user10244,3
hike4,user10244,5
hike420,user10244,3
hike448,user10244,4
hike474,user10244,2
hike477,user10244,4
hike478,user10244,4
hike486,user10244,4
hike493,user10244,3
hike495,user10244,4
hike538,user10244,4
hike581,user10244,4
hike583,user10244,4
hike59,user10244,4
hike597,user10244,2
hike60,user10244,5
hike602,user10244,3
hike638,user10244,3
hike644,user10244,2
hike654,user10244,4
hike686,user10244,2
hike7,user10244,4
hike718,user10244,3
hike73,user10244,5
hike791,user10244,5
hike805,user10244,5
hike807,user10244,2
hike824,user10244,2
hike836,user10244,4
hike84,user10244,5
hike89,user10244,4
hike174,user10245,5
hike263,user10245,4
hike77,user10245,5
hike143,user10246,5
hike28,user10247,5
hike21,user10248,5
hike36,user10248,5
hike4,user10248,4
hike47,user10248,5
hike5,user10248,4
hike276,user10249,5
hike219,user1025,5
hike3,user10250,4
hike34,user10250,5
hike36,user10250,5
hike11,user10251,4
hike21,user10251,4
hike29,user10251,4
hike67,user10251,4
hike8,user10252,5
hike143,user10253,5
hike363,user10254,5
hike97,user10255,4
hike1,user10256,5
hike9,user10257,5
hike130,user10258,4
hike15,user10258,5
hike67,user10258,4
hike872,user10258,4
hike16,user10259,4
hike95,user1026,4
hike422,user10260,5
hike290,user10261,5
hike246,user10262,5
hike644,user10263,4
hike125,user10264,4
hike19,user10264,4
hike29,user10264,4
hike121,user10265,5
hike207,user10266,3
hike1159,user10267,3
hike997,user10268,4
hike22,user10269,3
hike351,user10269,3
hike85,user10269,4
hike144,user1027,4
hike435,user10270,5
hike23,user10271,5
hike5,user10272,5
hike824,user10273,1
hike25,user10274,4
hike0,user10275,4
hike2,user10275,4
hike29,user10275,4
hike6,user10275,4
hike222,user10276,4
hike309,user10276,4
hike445,user10276,5
hike165,user10277,5
hike635,user10277,4
hike816,user10278,4
hike31,user10279,4
hike78,user10279,5
hike85,user1028,4
hike866,user10280,1
hike154,user10281,5
hike285,user10282,4
hike0,user10283,5
hike158,user10283,5
hike190,user10283,5
hike20,user10283,5
hike1368,user10284,5
hike137,user10285,4
hike68,user10285,5
hike138,user10286,5
hike220,user10287,5
hike30,user10288,4
hike8,user10289,5
hike13,user1029,5
hike13,user10290,4
hike35,user10290,3
hike5,user10290,3
hike67,user10290,5
hike15,user10291,4
hike106,user10292,3
hike121,user10292,5
hike55,user10293,5
hike11,user10294,5
hike207,user10294,3
hike98,user10294,4
hike11,user10295,4
hike307,user10296,4
hike127,user10297,4
hike12,user10298,5
hike140,user10298,5
hike20,user10298,5
hike294,user10298,4
hike30,user10298,4
hike34,user10298,5
hike397,user10298,3
hike4,user10298,4
hike404,user10298,4
hike6,user10298,4
hike67,user10298,3
hike73,user10298,4
hike80,user10298,4
hike22,user10299,4
hike60,user10299,5
hike63,user103,5
hike93,user1030,5
hike94,user10300,5
hike205,user10301,4
hike1023,user10302,2
hike218,user10302,4
hike325,user10302,4
hike55,user10302,5
hike350,user10303,5
hike645,user10303,4
hike110,user10304,4
hike29,user10304,4
hike81,user10304,4
hike9,user10305,5
hike441,user10306,5
hike141,user10307,5
hike550,user10308,4
hike138,user10309,4
hike52,user10309,4
hike545,user1031,4
hike606,user1031,5
hike14,user10310,4
hike1094,user10311,4
hike660,user10312,5
hike105,user10313,4
hike118,user10313,4
hike245,user10313,5
hike125,user10314,4
hike3,user10314,5
hike381,user10314,4
hike344,user10315,4
hike117,user10316,4
hike501,user10316,3
hike455,user10317,5
hike0,user10318,4
hike110,user10318,4
hike312,user10319,5
hike75,user10319,5
hike121,user1032,4
hike45,user1032,5
hike807,user10320,4
hike28,user10321,4
hike88,user10321,4
hike290,user10322,4
hike224,user10323,5
hike6,user10323,5
hike69,user10323,5
hike583,user10324,5
hike149,user10325,5
hike32,user10326,5
hike48,user10327,4
hike250,user10328,5
hike72,user10329,3
hike211,user1033,5
hike312,user1033,5
hike18,user10330,4
hike94,user10331,4
hike2,user10332,5
hike259,user10333,4
hike103,user10334,5
hike104,user10334,4
hike417,user10334,5
hike912,user10334,4
hike543,user10335,0
hike0,user10336,5
hike16,user10337,4
hike270,user10337,5
hike12,user10338,5
hike274,user10339,4
hike239,user1034,2
hike618,user1034,5
hike107,user10340,5
hike120,user10340,5
hike236,user10341,4
hike887,user10342,5
hike73,user10343,4
hike184,user10344,4
hike329,user10345,1
hike128,user10346,4
hike303,user10347,5
hike97,user10348,5
hike43,user10349,4
hike219,user1035,3
hike475,user1035,4
hike554,user10350,4
hike123,user10351,3
hike127,user10351,4
hike150,user10351,5
hike159,user10351,3
hike206,user10351,5
hike211,user10351,3
hike33,user10351,4
hike40,user10351,5
hike43,user10351,4
hike622,user10351,5
hike90,user10351,4
hike24,user10352,5
hike8,user10352,5
hike29,user10353,4
hike491,user10353,5
hike563,user10353,5
hike69,user10353,5
hike88,user10353,5
hike96,user10353,5
hike315,user10354,5
hike351,user10355,4
hike60,user10355,5
hike239,user10356,5
hike103,user10357,5
hike138,user10358,4
hike237,user10359,5
hike5,user1036,5
hike265,user10360,4
hike304,user10360,3
hike22,user10361,5
hike314,user10361,5
hike58,user10361,5
hike234,user10362,5
hike71,user10363,4
hike1178,user10364,3
hike825,user10365,3
hike5,user10366,5
hike154,user10367,5
hike207,user10367,3
hike694,user10367,4
hike129,user10368,5
hike480,user10369,4
hike3,user1037,5
hike81,user10370,5
hike213,user10371,4
hike239,user10371,5
hike36,user10371,4
hike170,user10372,4
hike444,user10372,4
hike385,user10373,3
hike446,user10374,2
hike0,user10375,3
hike234,user10375,4
hike46,user10375,5
hike6,user10376,5
hike155,user10377,5
hike225,user10377,5
hike268,user10377,2
hike300,user10377,5
hike397,user10378,5
hike7,user10378,5
hike95,user10379,4
hike203,user1038,5
hike212,user10380,3
hike23,user10380,4
hike689,user10380,3
hike165,user10381,4
hike310,user10382,5
hike26,user10383,4
hike12,user10384,5
hike13,user10384,5
hike28,user10384,4
hike7,user10384,4
hike73,user10384,4
hike9,user10385,4
hike264,user10386,4
hike29,user10387,3
hike606,user10388,4
hike20,user10389,4
hike10,user1039,4
hike137,user1039,4
hike16,user1039,4
hike344,user1039,5
hike75,user1039,5
hike1241,user10390,5
hike33,user10391,5
hike28,user10392,5
hike8,user10392,5
hike27,user10393,5
hike108,user10394,2
hike21,user10394,3
hike284,user10394,5
hike331,user10394,4
hike39,user10394,4
hike562,user10395,2
hike458,user10396,5
hike110,user10397,5
hike258,user10398,4
hike77,user10399,5
hike207,user104,5
hike22,user1040,5
hike35,user10400,5
hike60,user10401,5
hike66,user10402,4
hike746,user10403,4
hike18,user10404,4
hike182,user10404,3
hike25,user10404,5
hike83,user10404,5
hike340,user10405,5
hike36,user10406,5
hike1,user10407,5
hike11,user10407,5
hike15,user10407,5
hike162,user10407,3
hike18,user10407,4
hike20,user10407,5
hike221,user10407,4
hike234,user10407,5
hike239,user10407,2
hike41,user10407,4
hike43,user10407,4
hike432,user10407,5
hike47,user10407,4
hike480,user10407,4
hike72,user10407,4
hike960,user10407,3
hike241,user10408,1
hike2,user10409,4
hike6,user10409,4
hike230,user1041,5
hike565,user1041,4
hike18,user10410,4
hike367,user10410,4
hike892,user10411,1
hike573,user10412,3
hike947,user10413,4
hike13,user10414,5
hike15,user10414,5
hike35,user10414,5
hike4,user10414,5
hike842,user10415,5
hike123,user10416,4
hike661,user10416,1
hike137,user10417,4
hike21,user10418,5
hike51,user10419,4
hike16,user1042,5
hike62,user1042,5
hike23,user10420,4
hike3,user10421,0
hike10,user10422,4
hike162,user10423,3
hike3,user10423,4
hike369,user10423,3
hike41,user10423,3
hike411,user10423,4
hike43,user10423,4
hike1042,user10424,5
hike1052,user10424,5
hike445,user10424,5
hike44,user10425,4
hike709,user10426,5
hike41,user10427,4
hike1070,user10428,2
hike534,user10428,3
hike144,user10429,4
hike22,user10429,5
hike79,user10429,5
hike303,user1043,3
hike75,user1043,3
hike1006,user10430,4
hike1011,user10430,5
hike1120,user10430,3
hike1263,user10430,4
hike1386,user10430,4
hike1473,user10430,3
hike30,user10430,3
hike311,user10430,4
hike345,user10430,4
hike35,user10430,4
hike356,user10430,4
hike399,user10430,4
hike4,user10430,5
hike49,user10430,5
hike566,user10430,4
hike57,user10430,4
hike68,user10430,4
hike779,user10430,4
hike2,user10431,5
hike20,user10432,5
hike58,user10432,5
hike111,user10433,5
hike1041,user10434,4
hike165,user10435,5
hike1372,user10436,4
hike698,user10436,4
hike1020,user10437,5
hike254,user10437,5
hike15,user10438,4
hike80,user10439,3
hike79,user1044,3
hike48,user10440,5
hike27,user10441,5
hike10,user10442,4
hike303,user10442,4
hike1010,user10443,4
hike1022,user10443,3
hike336,user10443,4
hike52,user10443,4
hike878,user10444,5
hike37,user10445,5
hike4,user10446,5
hike118,user10447,5
hike570,user10448,4
hike175,user10449,4
hike9,user1045,5
hike697,user10450,4
hike298,user10451,5
hike15,user10452,4
hike3,user10453,5
hike290,user10454,4
hike9,user10454,5
hike5,user10455,5
hike74,user10456,5
hike82,user10457,5
hike45,user10458,5
hike9,user10459,4
hike500,user1046,4
hike34,user10460,5
hike93,user10461,5
hike36,user10462,5
hike2,user10463,5
hike1146,user10464,3
hike115,user10464,4
hike623,user10464,5
hike24,user10465,5
hike85,user10466,3
hike10,user10467,5
hike153,user10467,4
hike16,user10467,5
hike74,user10467,5
hike123,user10468,5
hike44,user10468,5
hike458,user10468,4
hike1,user10469,5
hike217,user1047,5
hike31,user1047,5
hike183,user10470,5
hike775,user10470,5
hike811,user10471,4
hike165,user10472,4
hike320,user10472,4
hike1115,user10473,4
hike130,user10473,3
hike283,user10474,5
hike3,user10474,4
hike24,user10475,5
hike23,user10476,5
hike2,user10477,3
hike100,user10478,4
hike102,user10478,3
hike11,user10478,5
hike142,user10478,3
hike237,user10478,4
hike293,user10478,3
hike33,user10478,5
hike607,user10478,4
hike71,user10478,2
hike94,user10478,4
hike1122,user10479,3
hike566,user10479,4
hike154,user1048,4
hike233,user1048,5
hike190,user10480,1
hike113,user10481,5
hike122,user10481,5
hike225,user10481,5
hike9,user10481,5
hike11,user10482,5
hike337,user10483,4
hike121,user10484,5
hike7,user10484,5
hike216,user10485,5
hike0,user10486,4
hike70,user10486,5
hike32,user10487,5
hike65,user10488,5
hike269,user10489,3
hike233,user1049,3
hike269,user1049,3
hike82,user10490,5
hike87,user10491,4
hike312,user10492,3
hike134,user10493,5
hike2,user10493,4
hike214,user10493,4
hike28,user10493,4
hike350,user10493,5
hike409,user10494,4
hike212,user10495,2
hike167,user10496,5
hike268,user10496,5
hike45,user10496,5
hike86,user10496,5
hike511,user10497,5
hike1,user10498,4
hike281,user10499,5
hike220,user105,5
hike55,user1050,5
hike139,user10500,5
hike182,user10500,5
hike96,user10500,5
hike163,user10501,4
hike90,user10502,5
hike148,user10503,4
hike36,user10504,4
hike132,user10505,3
hike5,user10506,5
hike768,user10507,4
hike60,user10508,5
hike174,user10509,4
hike207,user10509,4
hike162,user1051,3
hike99,user1051,3
hike4,user10510,5
hike362,user10511,4
hike55,user10512,5
hike182,user10513,4
hike434,user10513,5
hike574,user10513,3
hike69,user10513,4
hike7,user10514,4
hike100,user10515,1
hike39,user10516,3
hike400,user10516,4
hike542,user10517,5
hike768,user10517,4
hike198,user10518,4
hike970,user10518,3
hike1147,user10519,4
hike154,user10519,4
hike187,user10519,1
hike21,user10519,4
hike289,user10519,3
hike399,user10519,5
hike52,user10519,4
hike8,user10519,5
hike82,user10519,5
hike11,user1052,5
hike5,user10520,5
hike12,user10521,5
hike24,user10522,5
hike52,user10522,4
hike1048,user10523,4
hike589,user10523,4
hike285,user10524,4
hike37,user10525,5
hike138,user10526,5
hike50,user10527,5
hike169,user10528,4
hike0,user10529,3
hike4,user1053,4
hike60,user1053,4
hike85,user1053,3
hike158,user10530,5
hike122,user10531,5
hike97,user10532,4
hike186,user10533,5
hike358,user10534,5
hike479,user10535,5
hike5,user10536,5
hike61,user10537,4
hike11,user10538,5
hike288,user10539,4
hike168,user1054,5
hike423,user1054,5
hike729,user1054,5
hike299,user10540,4
hike1374,user10541,4
hike723,user10542,5
hike12,user10543,5
hike10,user10544,5
hike100,user10544,5
hike1088,user10544,5
hike123,user10544,3
hike142,user10544,5
hike145,user10544,5
hike150,user10544,5
hike161,user10544,5
hike175,user10544,5
hike211,user10544,4
hike249,user10544,5
hike252,user10544,4
hike268,user10544,5
hike287,user10544,5
hike33,user10544,3
hike358,user10544,2
hike369,user10544,5
hike380,user10544,5
hike445,user10544,5
hike446,user10544,3
hike548,user10544,5
hike75,user10544,2
hike862,user10544,5
hike90,user10544,3
hike94,user10544,4
hike44,user10545,4
hike59,user10546,5
hike132,user10547,4
hike97,user10548,4
hike108,user10549,5
hike18,user10549,4
hike19,user10549,5
hike377,user10549,5
hike93,user1055,4
hike137,user10550,4
hike2,user10551,5
hike237,user10552,5
hike1021,user10553,4
hike56,user10553,5
hike857,user10553,3
hike10,user10554,5
hike119,user10555,4
hike39,user10555,2
hike281,user10556,5
hike121,user10557,5
hike108,user10558,4
hike2,user10558,5
hike2,user10559,4
hike32,user10559,4
hike48,user10559,5
hike1,user1056,5
hike7,user1056,4
hike8,user10560,5
hike0,user10561,3
hike38,user10561,4
hike1126,user10562,5
hike666,user10563,5
hike132,user10564,5
hike989,user10564,3
hike12,user10565,5
hike54,user10566,4
hike9,user10566,5
hike283,user10567,5
hike93,user10568,5
hike102,user10569,4
hike654,user1057,4
hike502,user10570,3
hike673,user10571,5
hike21,user10572,1
hike255,user10573,4
hike62,user10573,5
hike1174,user10574,3
hike24,user10575,4
hike388,user10575,4
hike8,user10575,3
hike284,user10576,4
hike222,user10577,5
hike58,user10578,4
hike11,user10579,5
hike1024,user1058,4
hike63,user1058,4
hike770,user1058,4
hike90,user10580,5
hike305,user10581,4
hike102,user10582,3
hike11,user10582,4
hike110,user10582,4
hike164,user10582,4
hike165,user10582,4
hike19,user10582,3
hike21,user10582,1
hike296,user10582,5
hike364,user10582,5
hike38,user10582,4
hike41,user10582,4
hike43,user10582,4
hike443,user10582,3
hike460,user10582,4
hike80,user10582,3
hike493,user10583,5
hike237,user10584,4
hike741,user10585,5
hike181,user10586,4
hike45,user10587,5
hike252,user10588,4
hike44,user10588,3
hike82,user10589,5
hike1368,user1059,2
hike14,user10590,4
hike360,user10591,5
hike1,user10592,4
hike110,user10592,5
hike69,user10592,4
hike283,user10593,4
hike74,user10594,4
hike11,user10595,5
hike259,user10596,4
hike142,user10597,5
hike299,user10597,3
hike37,user10598,5
hike93,user10599,4
hike11,user106,5
hike17,user106,5
hike411,user106,5
hike672,user106,5
hike81,user106,5
hike92,user106,4
hike627,user1060,4
hike11,user10600,4
hike334,user10600,5
hike137,user10601,5
hike206,user10602,4
hike3,user10602,4
hike144,user10603,4
hike474,user10604,5
hike104,user10605,5
hike143,user10605,3
hike382,user10605,5
hike419,user10606,4
hike70,user10607,4
hike452,user10608,5
hike78,user10609,3
hike181,user1061,5
hike124,user10610,3
hike130,user10610,3
hike27,user10610,5
hike269,user10611,4
hike6,user10612,5
hike30,user10613,5
hike4,user10613,5
hike303,user10614,4
hike10,user10615,4
hike40,user10615,5
hike10,user10616,4
hike31,user10617,5
hike31,user10618,5
hike125,user10619,5
hike29,user10619,4
hike1197,user1062,4
hike307,user1062,4
hike287,user10620,4
hike75,user10620,4
hike1,user10621,4
hike132,user10622,5
hike828,user10623,5
hike0,user10624,5
hike1283,user10624,3
hike130,user10625,5
hike18,user10626,5
hike450,user10627,5
hike16,user10628,4
hike181,user10628,4
hike485,user10628,3
hike69,user10628,4
hike809,user10628,4
hike82,user10629,5
hike21,user1063,4
hike35,user10630,5
hike4,user10630,5
hike0,user10631,5
hike427,user10632,4
hike901,user10632,5
hike15,user10633,1
hike1,user10634,3
